employee_id,department,level,location,hire_date,tenure_months,is_active,gender,age_group
EMP-00919,Sales,IC1,New York,2020-06-25,66.2,True,M,51-60
EMP-00920,Operations,IC1,Remote,2022-05-02,43.6,True,M,22-30
EMP-00921,Product,IC2,Austin,2023-07-29,28.5,True,F,31-40
EMP-00922,Finance,IC2,Remote,2020-03-03,70.0,True,M,22-30
EMP-00923,HR,Manager,Remote,2023-05-25,30.7,True,F,31-40
EMP-00924,Customer Success,IC1,Remote,2022-04-06,44.5,True,M,41-50
EMP-00925,Operations,Manager,San Francisco,2022-03-05,45.6,True,F,41-50
EMP-00926,Marketing,IC1,New York,2021-11-19,49.1,True,M,22-30
EMP-00927,HR,Senior,Austin,2024-01-24,22.6,True,M,51-60
EMP-00928,Operations,IC1,Austin,2024-06-21,17.6,True,F,41-50
EMP-00929,Product,IC1,Remote,2020-04-14,68.6,True,F,41-50
EMP-00930,Product,Senior,Seattle,2023-01-27,34.6,True,M,41-50
EMP-00931,Engineering,IC1,San Francisco,2021-05-25,55.0,True,F,41-50
EMP-00932,Operations,Senior,Seattle,2021-01-19,59.2,True,F,31-40
EMP-00933,Operations,IC2,Seattle,2021-02-08,58.6,True,M,31-40
EMP-00934,Engineering,IC2,Seattle,2022-04-02,44.6,True,NB,22-30
EMP-00935,Marketing,IC2,Austin,2021-06-01,54.8,True,F,31-40
EMP-00936,Sales,Senior,Seattle,2021-04-20,56.2,True,M,51-60
EMP-00937,Engineering,IC1,Austin,2021-12-09,48.4,True,M,31-40
EMP-00938,Customer Success,Senior,Austin,2024-07-26,16.4,True,F,51-60
EMP-00939,Engineering,Senior,Seattle,2022-02-09,46.4,True,M,31-40
EMP-00940,Engineering,IC1,Seattle,2023-12-31,23.4,True,M,41-50
EMP-00941,Marketing,IC1,New York,2022-11-12,37.2,True,M,41-50
EMP-00942,Finance,Senior,Austin,2022-09-23,38.8,True,F,41-50
EMP-00943,Engineering,IC2,Remote,2024-05-07,19.1,False,M,41-50
EMP-00944,HR,IC2,Remote,2021-11-07,49.5,True,F,22-30
EMP-00945,Sales,IC1,Remote,2021-12-14,48.3,True,M,22-30
EMP-00946,Engineering,IC2,New York,2024-01-21,22.7,True,M,51-60
EMP-00947,Engineering,IC1,Remote,2020-03-23,69.3,True,F,22-30
EMP-00948,Marketing,IC2,Remote,2023-03-14,33.1,True,F,31-40
EMP-00949,Product,Senior,Remote,2023-01-13,35.1,True,M,31-40
EMP-00950,Customer Success,IC1,Seattle,2023-01-06,35.3,True,M,31-40
EMP-00951,Operations,IC2,Remote,2021-04-01,56.8,True,M,41-50
EMP-00952,Customer Success,Manager,San Francisco,2020-01-01,72.0,True,F,41-50
EMP-00953,Product,Senior,Austin,2020-02-20,70.4,True,M,51-60
EMP-00954,Customer Success,Senior,Seattle,2021-11-15,49.2,True,F,31-40
EMP-00955,Sales,IC2,San Francisco,2021-12-17,48.2,True,F,31-40
EMP-00956,Product,Senior,Seattle,2024-11-30,12.2,True,M,51-60
EMP-00957,Engineering,IC1,Seattle,2024-01-09,23.1,False,M,51-60
EMP-00958,Engineering,IC1,Seattle,2021-03-24,57.1,True,M,51-60
EMP-00959,HR,IC1,Remote,2022-05-30,42.7,True,M,41-50
EMP-00960,Sales,IC2,Seattle,2021-05-02,55.8,True,M,22-30
EMP-00961,Engineering,Senior,San Francisco,2020-02-03,70.9,True,M,22-30
EMP-00962,Marketing,IC1,Seattle,2023-10-03,26.3,False,F,41-50
EMP-00963,Product,Senior,New York,2020-04-04,68.9,True,M,41-50
EMP-00964,Marketing,Senior,Seattle,2022-12-31,35.5,False,F,41-50
EMP-00965,Product,IC2,Seattle,2024-04-23,19.6,True,M,31-40
EMP-00966,Operations,IC2,San Francisco,2020-06-02,66.9,True,M,41-50
EMP-00967,Operations,IC2,Austin,2020-09-06,63.7,True,F,31-40
EMP-00968,Sales,IC1,Seattle,2021-11-04,49.6,True,F,31-40
EMP-00969,Product,IC1,Seattle,2021-03-13,57.5,True,M,31-40
EMP-00970,Product,Manager,Seattle,2020-04-27,68.1,True,F,51-60
EMP-00971,Operations,IC1,Remote,2022-02-09,46.4,True,F,22-30
EMP-00972,Product,IC1,San Francisco,2023-08-22,27.7,True,F,31-40
EMP-00973,Engineering,Senior,New York,2020-09-24,63.1,True,M,31-40
EMP-00974,Engineering,IC1,Seattle,2022-12-13,36.1,True,F,41-50
EMP-00975,Sales,Senior,San Francisco,2020-08-23,64.2,True,F,31-40
EMP-00976,Sales,IC1,Seattle,2021-01-23,59.1,True,F,51-60
EMP-00977,Operations,IC2,Seattle,2022-09-16,39.1,True,F,22-30
EMP-00978,Engineering,IC1,San Francisco,2024-10-23,13.5,True,NB,22-30
EMP-00979,Product,IC1,San Francisco,2022-02-01,46.6,True,M,41-50
EMP-00980,Operations,IC2,Seattle,2021-02-04,58.7,True,M,31-40
EMP-00981,Operations,Senior,Austin,2021-09-15,51.3,True,M,22-30
EMP-00982,Product,IC2,Remote,2022-02-05,46.5,True,M,31-40
EMP-00983,Sales,Manager,San Francisco,2023-08-19,27.8,True,M,41-50
EMP-00984,Product,IC1,New York,2022-07-07,41.4,True,F,22-30
EMP-00985,Customer Success,IC2,Remote,2023-05-15,31.0,False,M,31-40
EMP-00986,Engineering,IC2,Remote,2023-06-06,30.3,True,F,41-50
EMP-00987,Customer Success,Manager,San Francisco,2022-05-02,43.6,True,F,31-40
EMP-00988,HR,IC1,Austin,2021-07-31,52.8,True,M,22-30
EMP-00989,Sales,IC2,Seattle,2020-03-15,69.6,True,F,31-40
EMP-00990,Engineering,Senior,New York,2021-03-10,57.6,True,M,41-50
EMP-00991,Sales,IC1,Seattle,2020-04-12,68.6,True,F,22-30
EMP-00992,Sales,Senior,Seattle,2023-12-16,23.9,True,F,41-50
EMP-00993,Engineering,IC1,San Francisco,2024-09-23,14.5,True,M,41-50
EMP-00994,HR,Senior,Seattle,2022-02-02,46.6,True,M,31-40
EMP-00995,Customer Success,Manager,Austin,2022-01-07,47.5,True,M,51-60
EMP-00996,Marketing,Senior,San Francisco,2022-03-16,45.2,True,F,31-40
EMP-00997,HR,IC2,New York,2023-08-22,27.7,True,F,22-30
EMP-00998,Engineering,IC1,Seattle,2020-04-07,68.8,True,M,41-50
EMP-00999,Sales,Manager,Seattle,2022-03-08,45.5,True,F,31-40
EMP-01000,Engineering,IC2,New York,2023-09-20,26.8,False,M,31-40
EMP-01001,Marketing,IC1,Remote,2022-05-08,43.4,True,M,31-40
EMP-01002,Customer Success,Senior,Seattle,2021-03-10,57.6,True,NB,31-40
EMP-01003,HR,IC2,Seattle,2021-03-22,57.2,True,M,31-40
EMP-01004,Engineering,IC1,Remote,2023-08-24,27.7,True,F,41-50
EMP-01005,Product,IC1,Seattle,2020-09-05,63.8,True,F,41-50
EMP-01006,Marketing,IC1,Remote,2020-06-14,66.5,True,NB,31-40
EMP-01007,Sales,IC2,New York,2024-02-13,21.9,True,M,31-40
EMP-01008,Operations,IC2,San Francisco,2022-09-10,39.3,True,M,31-40
EMP-01009,Operations,IC2,San Francisco,2023-09-20,26.8,True,M,31-40
EMP-01010,Marketing,Senior,Seattle,2022-10-16,38.1,True,F,22-30
EMP-01011,Product,Senior,San Francisco,2021-06-25,54.0,False,F,31-40
EMP-01012,Product,IC2,Remote,2022-01-28,46.8,True,M,31-40
EMP-01013,Engineering,IC1,Austin,2023-02-03,34.4,True,F,31-40
EMP-01014,Product,Senior,Austin,2024-05-05,19.2,True,M,41-50
EMP-01015,Sales,IC2,Austin,2020-03-21,69.4,True,M,31-40
EMP-01016,HR,IC2,Seattle,2020-05-12,67.6,True,M,51-60
EMP-01017,HR,IC2,New York,2022-03-07,45.5,False,M,41-50
EMP-01018,Engineering,IC2,San Francisco,2022-06-18,42.1,True,M,51-60
EMP-01019,Product,Manager,Austin,2020-05-17,67.5,False,M,51-60
EMP-01020,Engineering,IC1,San Francisco,2020-07-02,65.9,True,F,41-50
EMP-01021,Engineering,Senior,New York,2023-11-25,24.6,True,F,31-40
EMP-01022,Operations,IC1,Remote,2023-09-15,26.9,False,M,22-30
EMP-01023,Engineering,Manager,San Francisco,2022-02-23,45.9,True,F,41-50
EMP-01024,Sales,IC1,Seattle,2024-03-11,21.0,True,F,41-50
EMP-01025,Engineering,IC1,New York,2022-09-10,39.3,False,M,31-40
EMP-01026,Operations,IC1,San Francisco,2020-03-09,69.8,True,F,41-50
EMP-01027,Marketing,IC2,Austin,2021-06-29,53.9,True,F,31-40
EMP-01028,Engineering,IC1,Remote,2024-12-02,12.1,False,F,31-40
EMP-01029,Sales,IC2,San Francisco,2020-02-22,70.3,False,F,31-40
EMP-01030,Finance,IC2,San Francisco,2024-01-13,22.9,True,F,41-50
EMP-01031,Customer Success,IC1,Austin,2020-07-23,65.2,True,M,51-60
EMP-01032,Engineering,IC1,Seattle,2020-05-05,67.9,True,F,41-50
EMP-01033,Operations,Senior,Seattle,2024-11-05,13.0,True,M,41-50
EMP-01034,Customer Success,Senior,Remote,2020-02-12,70.6,True,F,22-30
EMP-01035,Operations,Senior,Austin,2024-11-10,12.9,True,M,51-60
EMP-01036,Marketing,Senior,Seattle,2020-04-20,68.4,True,M,31-40
EMP-01037,Marketing,IC1,Seattle,2022-01-30,46.7,True,F,51-60
EMP-01038,Sales,IC1,Austin,2024-08-13,15.8,False,M,22-30
EMP-01039,Finance,IC1,Austin,2023-04-21,31.8,True,F,31-40
EMP-01040,Sales,Senior,Remote,2022-04-27,43.8,True,M,41-50
EMP-01041,HR,Manager,Seattle,2020-04-04,68.9,True,F,41-50
EMP-01042,Sales,IC2,Remote,2023-10-29,25.5,True,M,31-40
EMP-01043,Finance,IC1,New York,2024-03-23,20.6,True,M,41-50
EMP-01044,Operations,IC1,Austin,2022-06-18,42.1,True,M,31-40
EMP-01045,Engineering,IC1,New York,2020-12-25,60.1,True,F,31-40
EMP-01046,Operations,IC2,Seattle,2022-06-18,42.1,True,F,41-50
EMP-01047,Sales,IC1,Remote,2024-09-15,14.7,False,F,22-30
EMP-01048,Operations,Manager,Seattle,2020-10-07,62.7,True,NB,41-50
EMP-01049,Sales,IC2,Seattle,2023-05-03,31.4,True,F,22-30
EMP-01050,Product,Manager,Remote,2023-05-03,31.4,True,F,31-40
EMP-01051,Operations,Senior,New York,2021-10-28,49.8,True,M,31-40
EMP-01052,Product,Senior,Remote,2020-04-02,69.0,True,M,31-40
EMP-01053,Operations,IC2,New York,2021-11-02,49.7,False,M,31-40
EMP-01054,Sales,IC2,San Francisco,2020-03-01,70.0,True,M,41-50
EMP-01055,Sales,IC2,Remote,2021-09-25,50.9,True,F,51-60
EMP-01056,Product,IC2,Seattle,2022-12-10,36.2,True,M,41-50
EMP-01057,Marketing,IC2,Remote,2023-11-27,24.5,True,F,41-50
EMP-01058,Product,Manager,Seattle,2022-10-25,37.8,True,F,31-40
EMP-01059,Engineering,Senior,Remote,2024-01-29,22.4,True,NB,31-40
EMP-01060,Product,Senior,Seattle,2021-08-26,51.9,True,F,22-30
EMP-01061,Engineering,Senior,New York,2021-11-12,49.3,True,M,31-40
EMP-01062,Customer Success,IC1,Remote,2021-06-17,54.3,True,M,41-50
EMP-01063,Customer Success,IC1,San Francisco,2023-11-29,24.4,True,M,31-40
EMP-01064,Product,IC2,Austin,2022-04-17,44.1,True,M,31-40
EMP-01065,HR,IC2,Remote,2024-03-16,20.8,True,F,31-40
EMP-01066,Product,Senior,Austin,2021-10-06,50.6,True,F,31-40
EMP-01067,HR,IC2,Remote,2020-08-20,64.3,True,M,22-30
EMP-01068,Operations,IC2,San Francisco,2021-06-07,54.6,True,F,41-50
EMP-01069,Customer Success,IC2,Seattle,2020-12-11,60.5,True,F,31-40
EMP-01070,Sales,IC1,Seattle,2022-12-05,36.4,False,M,41-50
EMP-01071,Finance,IC2,Seattle,2021-06-29,53.9,True,M,31-40
EMP-01072,Product,Senior,Seattle,2023-01-06,35.3,False,F,41-50
EMP-01073,Customer Success,IC1,New York,2024-10-19,13.6,True,F,41-50
EMP-01074,Engineering,IC2,Seattle,2023-01-01,35.5,True,M,41-50
EMP-01075,Marketing,IC2,Seattle,2022-03-04,45.6,True,M,31-40
EMP-01076,HR,IC1,Seattle,2020-09-05,63.8,True,M,31-40
EMP-01077,HR,IC1,Remote,2020-02-16,70.5,False,M,51-60
EMP-01078,Engineering,Manager,New York,2023-02-18,33.9,True,F,22-30
EMP-01079,Customer Success,IC2,San Francisco,2020-08-01,64.9,True,M,22-30
EMP-01080,Engineering,IC1,Remote,2020-08-26,64.1,True,M,31-40
EMP-01081,Marketing,IC1,Seattle,2022-12-15,36.1,True,M,41-50
EMP-01082,Engineering,Senior,Remote,2020-12-15,60.4,True,F,22-30
EMP-01083,Product,IC2,New York,2020-04-16,68.5,True,M,41-50
EMP-01084,Sales,IC2,Seattle,2022-04-10,44.4,True,M,31-40
EMP-01085,Sales,IC1,Austin,2020-02-17,70.5,True,F,31-40
EMP-01086,Engineering,Senior,Austin,2024-05-15,18.8,True,M,31-40
EMP-01087,Engineering,IC2,San Francisco,2020-12-02,60.8,False,M,31-40
EMP-01088,Sales,IC1,Remote,2022-11-15,37.1,True,M,22-30
EMP-01089,Finance,IC2,Seattle,2022-03-14,45.3,True,F,22-30
EMP-01090,Operations,IC2,Seattle,2023-07-04,29.4,False,NB,31-40
EMP-01091,Engineering,Senior,Seattle,2020-01-08,71.8,True,M,41-50
EMP-01092,Product,Manager,Seattle,2021-09-16,51.2,True,M,31-40
EMP-01093,Engineering,IC1,Seattle,2023-06-30,29.5,True,M,31-40
EMP-01094,Engineering,Senior,Remote,2024-09-11,14.9,True,F,31-40
EMP-01095,HR,Senior,Seattle,2021-12-19,48.1,False,F,31-40
EMP-01096,Marketing,Manager,San Francisco,2020-10-29,62.0,True,F,31-40
EMP-01097,Engineering,IC1,New York,2021-09-30,50.8,True,F,22-30
EMP-01098,Engineering,IC2,Remote,2020-02-25,70.2,True,F,51-60
EMP-01099,Engineering,IC1,Remote,2021-12-26,47.9,True,F,31-40
EMP-01100,Operations,Senior,Austin,2021-06-09,54.5,True,F,41-50
EMP-01101,Customer Success,IC1,Remote,2021-04-18,56.3,True,M,31-40
EMP-01102,Engineering,IC2,Austin,2020-01-28,71.1,True,M,41-50
EMP-01103,Engineering,IC1,Remote,2020-03-18,69.5,True,M,31-40
EMP-01104,Operations,IC1,Austin,2023-05-24,30.7,True,M,22-30
EMP-01105,Customer Success,IC2,Seattle,2023-11-10,25.1,True,F,51-60
EMP-01106,Sales,Senior,San Francisco,2020-12-30,59.9,True,M,31-40
EMP-01107,Engineering,IC2,New York,2021-10-27,49.9,True,F,22-30
EMP-01108,Engineering,Senior,San Francisco,2021-06-09,54.5,True,M,22-30
EMP-01109,Marketing,IC1,Seattle,2021-11-29,48.8,True,F,41-50
EMP-01110,Product,IC2,New York,2023-08-28,27.5,True,M,41-50
EMP-01111,Engineering,IC2,Remote,2022-06-01,42.6,True,M,41-50
EMP-01112,Marketing,IC1,Seattle,2022-10-27,37.7,True,M,51-60
EMP-01113,Engineering,IC2,Austin,2022-10-23,37.8,True,F,31-40
EMP-01114,Finance,Senior,Austin,2024-07-04,17.2,True,M,31-40
EMP-01115,Product,IC2,Remote,2022-07-07,41.4,False,M,41-50
EMP-01116,Engineering,Senior,Remote,2022-01-19,47.1,True,M,51-60
EMP-01117,Marketing,IC2,Austin,2020-12-28,60.0,True,F,31-40
EMP-01118,Product,IC1,New York,2024-11-09,12.9,True,M,51-60
EMP-01119,Customer Success,IC1,Seattle,2024-03-11,21.0,True,NB,22-30
EMP-01120,Sales,IC2,New York,2023-07-21,28.8,True,F,41-50
EMP-01121,Product,IC1,Austin,2024-03-09,21.1,True,M,41-50
EMP-01122,HR,IC1,Remote,2022-03-16,45.2,True,F,41-50
EMP-01123,Product,IC2,Austin,2022-01-08,47.4,True,M,22-30
EMP-01124,Operations,IC2,Seattle,2022-11-04,37.4,True,F,22-30
EMP-01125,Product,IC1,New York,2023-04-30,31.5,True,M,22-30
EMP-01126,Sales,Senior,San Francisco,2024-07-12,16.9,True,NB,31-40
EMP-01127,Engineering,IC2,Seattle,2021-04-29,55.9,True,F,41-50
EMP-01128,Sales,IC1,Seattle,2020-01-28,71.1,False,F,51-60
EMP-01129,Operations,Senior,Seattle,2021-12-14,48.3,True,M,31-40
EMP-01130,Operations,IC2,Remote,2022-11-28,36.6,True,M,22-30
EMP-01131,Engineering,IC2,Seattle,2023-07-20,28.8,True,F,22-30
EMP-01132,Engineering,IC2,Seattle,2023-06-08,30.2,True,F,22-30
EMP-01133,Operations,IC1,Remote,2020-03-26,69.2,True,M,41-50
EMP-01134,Customer Success,Senior,San Francisco,2024-02-06,22.1,True,M,41-50
EMP-01135,Engineering,IC2,Seattle,2020-05-05,67.9,True,M,51-60
EMP-01136,Sales,Manager,Seattle,2022-03-22,45.0,True,F,31-40
EMP-01137,Product,Senior,Seattle,2021-06-20,54.2,True,M,22-30
EMP-01138,Operations,IC2,Seattle,2020-05-24,67.2,True,M,22-30
EMP-01139,Engineering,IC1,Seattle,2024-03-28,20.4,True,M,31-40
EMP-01140,Engineering,IC1,New York,2023-05-20,30.9,False,M,51-60
EMP-01141,Finance,IC1,Seattle,2020-01-25,71.2,True,M,22-30
EMP-01142,Engineering,IC2,San Francisco,2024-05-22,18.6,True,NB,22-30
EMP-01143,Sales,IC1,Remote,2023-11-18,24.8,True,M,41-50
EMP-01144,Sales,IC2,San Francisco,2020-03-07,69.8,False,F,41-50
EMP-01145,Product,IC1,Remote,2020-08-20,64.3,True,M,31-40
EMP-01146,Product,Manager,San Francisco,2020-04-18,68.4,True,M,41-50
EMP-01147,Sales,IC1,San Francisco,2023-03-15,33.1,True,M,22-30
EMP-01148,Engineering,Manager,Austin,2020-04-20,68.4,True,F,51-60
EMP-01149,Marketing,Manager,Seattle,2020-08-15,64.5,True,F,22-30
EMP-01150,Operations,IC2,Seattle,2020-04-20,68.4,True,M,22-30
EMP-01151,Finance,Senior,Austin,2024-02-02,22.3,False,M,31-40
EMP-01152,Engineering,IC2,San Francisco,2020-02-03,70.9,False,F,22-30
EMP-01153,Engineering,IC2,Austin,2021-09-14,51.3,True,NB,31-40
EMP-01154,Product,IC1,Remote,2024-12-04,12.1,True,M,41-50
EMP-01155,Product,IC1,San Francisco,2023-10-24,25.6,True,F,31-40
EMP-01156,Sales,IC2,New York,2022-01-17,47.1,True,M,41-50
EMP-01157,HR,IC2,New York,2021-08-17,52.2,True,M,31-40
EMP-01158,Engineering,IC2,Remote,2024-04-26,19.5,True,M,22-30
EMP-01159,Engineering,IC1,Remote,2021-02-28,57.9,True,M,51-60
EMP-01160,Product,IC2,Remote,2021-09-04,51.6,True,F,41-50
EMP-01161,HR,IC1,Seattle,2024-03-21,20.7,True,M,22-30
EMP-01162,Engineering,IC1,Austin,2021-11-22,49.0,False,F,31-40
EMP-01163,Marketing,IC1,Seattle,2023-07-29,28.5,False,F,41-50
EMP-01164,Product,IC1,Seattle,2023-09-05,27.3,True,M,22-30
EMP-01165,Operations,IC1,Remote,2024-10-27,13.3,False,M,31-40
EMP-01166,Operations,Senior,Seattle,2024-01-06,23.2,True,F,31-40
EMP-01167,Product,IC1,Remote,2020-11-10,61.6,True,M,22-30
EMP-01168,Engineering,Senior,Seattle,2022-05-26,42.8,True,M,22-30
EMP-01169,Sales,IC1,Remote,2024-10-30,13.2,False,M,41-50
EMP-01170,Engineering,Senior,Seattle,2023-11-01,25.4,True,M,31-40
EMP-01171,HR,IC2,San Francisco,2023-08-05,28.3,True,F,22-30
EMP-01172,Operations,IC1,Seattle,2023-12-31,23.4,True,F,41-50
EMP-01173,HR,IC2,New York,2021-10-23,50.0,True,M,41-50
EMP-01174,Operations,IC2,San Francisco,2020-10-03,62.8,True,F,31-40
EMP-01175,Product,IC2,Austin,2024-09-29,14.3,True,F,51-60
EMP-01176,Engineering,IC1,Seattle,2024-05-24,18.5,True,M,41-50
EMP-01177,Finance,Manager,Seattle,2024-03-06,21.2,True,M,31-40
EMP-01178,Product,IC2,Seattle,2021-09-15,51.3,False,NB,31-40
EMP-01179,HR,IC1,San Francisco,2021-05-30,54.9,True,F,41-50
EMP-01180,Product,Senior,Remote,2023-10-05,26.3,True,M,22-30
EMP-01181,Engineering,IC2,Remote,2022-04-22,44.0,True,M,31-40
EMP-01182,Customer Success,Senior,Seattle,2024-01-09,23.1,True,M,41-50
EMP-01183,Engineering,IC2,New York,2020-12-15,60.4,True,M,31-40
EMP-01184,Customer Success,Senior,Austin,2024-06-18,17.7,True,F,41-50
EMP-01185,Customer Success,IC1,Seattle,2024-08-14,15.8,True,M,31-40
EMP-01186,Finance,Senior,San Francisco,2022-04-02,44.6,True,M,22-30
EMP-01187,HR,Senior,New York,2023-03-06,33.4,True,M,31-40
EMP-01188,Marketing,IC1,Seattle,2022-01-28,46.8,False,F,31-40
EMP-01189,Operations,IC1,Seattle,2022-06-17,42.1,True,M,41-50
EMP-01190,Product,IC1,Seattle,2020-08-30,64.0,True,M,41-50
EMP-01191,Sales,Manager,New York,2021-06-26,54.0,True,NB,31-40
EMP-01192,Marketing,IC1,Seattle,2022-11-29,36.6,True,F,51-60
EMP-01193,Sales,IC2,Seattle,2020-08-16,64.4,True,M,22-30
EMP-01194,Sales,IC1,San Francisco,2021-07-01,53.8,True,M,22-30
EMP-01195,Product,IC2,Seattle,2022-07-08,41.4,True,M,31-40
EMP-01196,Marketing,IC2,Seattle,2023-05-31,30.5,True,M,22-30
EMP-01197,Operations,Manager,Remote,2020-01-06,71.9,True,M,41-50
EMP-01198,Engineering,IC2,Seattle,2023-09-07,27.2,True,M,22-30
EMP-01199,Customer Success,Senior,Austin,2021-04-12,56.5,True,M,22-30
EMP-01200,HR,IC2,San Francisco,2024-10-21,13.5,False,M,31-40
EMP-01201,Operations,IC1,Austin,2020-03-15,69.6,True,M,41-50
EMP-01202,Marketing,IC1,New York,2020-01-04,71.9,True,M,51-60
EMP-01203,Finance,IC2,Seattle,2021-10-07,50.5,True,M,41-50
EMP-01204,Engineering,Manager,Remote,2020-04-27,68.1,True,F,22-30
EMP-01205,Operations,Senior,San Francisco,2022-05-30,42.7,True,F,31-40
EMP-01206,Engineering,IC1,Remote,2024-06-17,17.7,False,M,22-30
EMP-01207,Operations,IC1,San Francisco,2021-05-18,55.3,True,F,31-40
EMP-01208,Customer Success,IC1,Remote,2022-08-04,40.5,True,M,41-50
EMP-01209,Product,Manager,Austin,2021-07-27,52.9,True,F,31-40
EMP-01210,Engineering,Senior,Remote,2024-01-04,23.2,True,F,22-30
EMP-01211,Finance,Senior,New York,2020-07-12,65.6,True,F,31-40
EMP-01212,Product,IC2,San Francisco,2022-04-26,43.8,True,F,22-30
EMP-01213,Operations,IC2,Austin,2021-12-15,48.2,False,M,31-40
EMP-01214,Engineering,IC2,Remote,2023-11-16,24.9,True,F,31-40
EMP-01215,Engineering,IC1,Remote,2022-11-15,37.1,False,M,31-40
EMP-01216,Customer Success,IC2,San Francisco,2023-12-29,23.4,True,M,51-60
EMP-01217,HR,IC1,Austin,2020-06-21,66.3,True,F,31-40
EMP-01218,Operations,IC1,Seattle,2023-08-16,27.9,False,M,41-50
EMP-01219,Product,Senior,New York,2024-07-26,16.4,True,NB,41-50
EMP-01220,HR,Senior,Seattle,2020-11-21,61.2,True,M,41-50
EMP-01221,Marketing,IC2,San Francisco,2023-12-04,24.3,True,M,31-40
EMP-01222,Marketing,IC2,Remote,2023-02-15,34.0,True,M,22-30
EMP-01223,HR,IC2,Seattle,2022-04-15,44.2,True,F,41-50
EMP-01224,Marketing,Senior,New York,2021-12-24,47.9,True,M,31-40
EMP-01225,Sales,Senior,New York,2020-08-12,64.6,True,M,22-30
EMP-01226,Product,Senior,Seattle,2021-06-15,54.3,True,M,31-40
EMP-01227,Finance,Senior,San Francisco,2020-04-22,68.3,True,F,41-50
EMP-01228,Engineering,IC1,New York,2020-05-19,67.4,True,M,51-60
EMP-01229,HR,IC1,Seattle,2021-07-12,53.4,True,F,31-40
EMP-01230,Engineering,IC2,Remote,2020-01-01,72.0,True,M,31-40
EMP-01231,Marketing,IC1,Remote,2020-03-30,69.1,True,M,51-60
EMP-01232,Finance,Senior,Seattle,2021-10-15,50.3,True,M,31-40
EMP-01233,Engineering,IC1,Seattle,2020-11-15,61.4,True,NB,22-30
EMP-01234,Engineering,IC1,San Francisco,2024-04-22,19.6,True,M,31-40
EMP-01235,Engineering,IC2,Austin,2020-05-18,67.4,True,M,51-60
EMP-01236,Marketing,Manager,Seattle,2024-03-14,20.9,True,F,22-30
EMP-01237,Operations,IC1,Seattle,2022-04-24,43.9,True,M,31-40
EMP-01238,Engineering,IC2,New York,2020-09-15,63.4,True,F,31-40
EMP-01239,Finance,IC2,Remote,2024-08-23,15.5,False,M,41-50
EMP-01240,Product,IC1,San Francisco,2022-06-20,42.0,True,M,51-60
EMP-01241,Sales,IC2,San Francisco,2021-11-20,49.1,True,M,31-40
EMP-01242,Customer Success,Senior,Remote,2020-01-10,71.7,True,M,51-60
EMP-01243,Product,IC2,Austin,2020-09-17,63.4,True,F,22-30
EMP-01244,Sales,Senior,Austin,2024-07-31,16.3,True,F,22-30
EMP-01245,Engineering,IC1,New York,2020-06-20,66.3,True,M,51-60
EMP-01246,Engineering,IC1,Remote,2022-06-16,42.1,True,F,31-40
EMP-01247,Product,Manager,Austin,2020-01-13,71.6,True,M,22-30
EMP-01248,Engineering,IC2,Remote,2023-04-06,32.3,True,M,31-40
EMP-01249,Marketing,IC2,Austin,2024-07-23,16.5,True,F,41-50
EMP-01250,Sales,Senior,Austin,2024-06-07,18.1,True,F,41-50
EMP-01251,Sales,IC1,Seattle,2020-11-16,61.4,True,M,51-60
EMP-01252,Engineering,Senior,San Francisco,2023-09-04,27.3,True,F,31-40
EMP-01253,Product,IC1,Austin,2024-06-24,17.5,True,M,51-60
EMP-01254,HR,IC1,Seattle,2020-11-24,61.1,True,F,31-40
EMP-01255,Customer Success,IC1,New York,2022-02-23,45.9,True,F,41-50
EMP-01256,Engineering,Senior,Seattle,2022-02-15,46.2,False,F,41-50
EMP-01257,Operations,IC1,Remote,2022-06-29,41.7,True,M,31-40
EMP-01258,Marketing,Senior,Seattle,2024-04-22,19.6,True,F,22-30
EMP-01259,Marketing,Manager,Remote,2023-12-13,24.0,True,F,31-40
EMP-01260,Sales,IC2,New York,2024-06-17,17.7,True,M,41-50
EMP-01261,Engineering,IC2,Seattle,2023-01-23,34.8,True,M,22-30
EMP-01262,Engineering,IC2,New York,2024-05-23,18.6,True,NB,22-30
EMP-01263,Marketing,IC1,Seattle,2020-11-13,61.5,True,M,31-40
EMP-01264,Product,IC2,San Francisco,2020-08-23,64.2,True,M,22-30
EMP-01265,Operations,IC2,San Francisco,2020-11-29,60.9,True,M,41-50
EMP-01266,Sales,Manager,Seattle,2021-01-10,59.5,True,F,31-40
EMP-01267,Engineering,Manager,Remote,2024-01-22,22.6,True,F,22-30
EMP-01268,HR,Senior,Seattle,2023-03-06,33.4,True,F,41-50
EMP-01269,Product,Senior,Austin,2021-08-10,52.5,True,M,41-50
EMP-01270,Sales,IC2,San Francisco,2024-04-19,19.7,False,F,22-30
EMP-01271,HR,Senior,New York,2021-05-27,55.0,True,F,22-30
EMP-01272,Operations,Senior,San Francisco,2023-08-12,28.1,True,F,51-60
EMP-01273,Finance,IC2,Austin,2023-09-05,27.3,True,M,31-40
EMP-01274,HR,Manager,Austin,2022-07-06,41.5,True,F,51-60
EMP-01275,HR,IC2,Austin,2024-05-14,18.9,True,M,31-40
EMP-01276,Customer Success,IC2,Seattle,2023-10-04,26.3,True,M,22-30
EMP-01277,Product,Senior,Austin,2022-05-22,43.0,True,F,22-30
