sender_id,receiver_id,sender_dept,receiver_dept,interaction_type,duration_minutes,is_cross_department,week
EMP-01689,EMP-03697,Engineering,Engineering,email,15.8,False,2025-W22
EMP-03216,EMP-01923,Product,Product,email,4.6,False,2025-W26
EMP-03149,EMP-01001,Marketing,Marketing,email,5.4,False,2025-W11
EMP-00232,EMP-03297,Marketing,Marketing,meeting,25.8,False,2025-W27
EMP-03297,EMP-00472,Marketing,Marketing,meeting,37.7,False,2025-W18
EMP-04368,EMP-02942,Operations,Operations,chat,0.3,False,2025-W17
EMP-03687,EMP-03637,Sales,Sales,meeting,32.5,False,2025-W26
EMP-03622,EMP-02427,Customer Success,Customer Success,email,9.6,False,2025-W30
EMP-01398,EMP-04936,Customer Success,Customer Success,chat,28.7,False,2025-W07
EMP-01732,EMP-01821,Finance,HR,email,5.9,True,2025-W25
EMP-01208,EMP-02892,Customer Success,Customer Success,email,6.2,False,2025-W19
EMP-02820,EMP-00994,Product,HR,meeting,4.5,True,2025-W06
EMP-00787,EMP-03775,Product,Operations,email,3.1,True,2025-W39
EMP-01296,EMP-02735,Sales,Sales,meeting,32.7,False,2025-W16
EMP-01097,EMP-01976,Engineering,Engineering,email,5.6,False,2025-W06
EMP-03438,EMP-03500,Sales,Sales,email,16.5,False,2025-W13
EMP-04480,EMP-03440,Operations,Product,email,5.2,True,2025-W20
EMP-00499,EMP-01629,Engineering,Engineering,email,2.6,False,2025-W39
EMP-02732,EMP-00607,HR,HR,meeting,27.7,False,2025-W01
EMP-01555,EMP-01463,Customer Success,Customer Success,email,0.7,False,2025-W01
EMP-02304,EMP-03705,Product,Product,email,1.8,False,2025-W13
EMP-03589,EMP-03868,Product,Product,meeting,7.7,False,2025-W15
EMP-01767,EMP-01639,Product,Product,chat,4.0,False,2025-W23
EMP-04998,EMP-02782,Engineering,Engineering,chat,0.7,False,2025-W19
EMP-02375,EMP-03438,Marketing,Sales,email,7.8,True,2025-W39
EMP-01568,EMP-03463,Engineering,Product,chat,3.5,True,2025-W15
EMP-04826,EMP-03971,Customer Success,Customer Success,email,7.5,False,2025-W08
EMP-00802,EMP-04928,Engineering,Sales,email,0.9,True,2025-W26
EMP-00955,EMP-01226,Sales,Product,chat,4.1,True,2025-W15
EMP-02679,EMP-03111,Sales,Sales,meeting,27.6,False,2025-W35
EMP-03474,EMP-00236,Engineering,Engineering,email,12.7,False,2025-W29
EMP-04316,EMP-04032,Sales,Sales,email,0.1,False,2025-W17
EMP-02821,EMP-02599,Marketing,Product,email,2.9,True,2025-W21
EMP-04944,EMP-02515,Engineering,Marketing,email,2.1,True,2025-W09
EMP-02526,EMP-01058,Product,Product,email,0.5,False,2025-W19
EMP-02920,EMP-02980,HR,Sales,meeting,5.6,True,2025-W38
EMP-02494,EMP-01194,Sales,Sales,chat,7.4,False,2025-W22
EMP-03810,EMP-04936,Sales,Customer Success,meeting,6.7,True,2025-W16
EMP-04651,EMP-00466,Engineering,Engineering,email,5.9,False,2025-W28
EMP-02395,EMP-02818,Finance,Finance,meeting,9.0,False,2025-W30
EMP-03616,EMP-01262,Engineering,Engineering,meeting,24.3,False,2025-W03
EMP-03583,EMP-00086,Finance,Marketing,meeting,19.1,True,2025-W18
EMP-03398,EMP-03330,Engineering,Engineering,email,5.7,False,2025-W04
EMP-00438,EMP-00051,Engineering,Engineering,email,5.1,False,2025-W12
EMP-00266,EMP-01452,Engineering,Marketing,meeting,5.2,True,2025-W26
EMP-02201,EMP-04745,Engineering,Engineering,meeting,11.4,False,2025-W03
EMP-00647,EMP-00706,Engineering,Sales,email,5.9,True,2025-W13
EMP-04096,EMP-00164,Engineering,Product,chat,1.3,True,2025-W28
EMP-00373,EMP-03984,Engineering,Engineering,chat,3.7,False,2025-W31
EMP-01967,EMP-04028,Operations,Product,meeting,6.9,True,2025-W32
EMP-01998,EMP-00668,Engineering,Engineering,email,4.4,False,2025-W04
EMP-02913,EMP-01990,Operations,Customer Success,meeting,25.6,True,2025-W10
EMP-00337,EMP-03185,Operations,HR,email,2.8,True,2025-W33
EMP-00204,EMP-02006,Customer Success,Customer Success,email,5.8,False,2025-W36
EMP-00626,EMP-04526,Sales,Sales,meeting,15.7,False,2025-W06
EMP-00405,EMP-00408,HR,Operations,meeting,1.6,True,2025-W04
EMP-03279,EMP-03313,Product,Product,chat,5.3,False,2025-W24
EMP-00951,EMP-03232,Operations,Product,email,5.0,True,2025-W23
EMP-02655,EMP-01914,Sales,Customer Success,meeting,32.1,True,2025-W23
EMP-03160,EMP-03793,Operations,Product,meeting,21.2,True,2025-W11
EMP-03707,EMP-00620,Finance,Finance,meeting,3.3,False,2025-W30
EMP-04357,EMP-04847,Product,Product,email,0.1,False,2025-W30
EMP-03660,EMP-04230,Finance,Finance,email,14.6,False,2025-W34
EMP-00151,EMP-01885,Product,Sales,email,2.9,True,2025-W01
EMP-00902,EMP-01217,HR,HR,meeting,23.6,False,2025-W08
EMP-01122,EMP-04528,HR,Engineering,email,0.0,True,2025-W31
EMP-00292,EMP-01054,Sales,Sales,meeting,0.2,False,2025-W16
EMP-02408,EMP-02770,Operations,Operations,meeting,57.3,False,2025-W28
EMP-01899,EMP-02097,Product,Operations,email,9.4,True,2025-W28
EMP-02422,EMP-03004,Finance,Finance,meeting,7.7,False,2025-W09
EMP-00240,EMP-04843,Customer Success,Customer Success,email,1.0,False,2025-W27
EMP-01787,EMP-02213,Finance,Finance,email,3.0,False,2025-W31
EMP-01972,EMP-00692,Product,Product,chat,2.4,False,2025-W02
EMP-04506,EMP-02115,Customer Success,Customer Success,email,4.8,False,2025-W28
EMP-03504,EMP-00338,Customer Success,Finance,meeting,10.1,True,2025-W03
EMP-04816,EMP-01772,HR,HR,email,3.6,False,2025-W32
EMP-03429,EMP-04883,Operations,Engineering,email,3.0,True,2025-W10
EMP-00861,EMP-00131,HR,HR,chat,2.7,False,2025-W07
EMP-02489,EMP-02918,Operations,Operations,email,2.8,False,2025-W31
EMP-02292,EMP-00479,Finance,Marketing,email,8.5,True,2025-W37
EMP-02529,EMP-03911,Engineering,Engineering,chat,2.9,False,2025-W36
EMP-00921,EMP-01289,Product,Product,email,5.5,False,2025-W01
EMP-03733,EMP-02857,HR,HR,email,16.4,False,2025-W26
EMP-01855,EMP-04891,Finance,Finance,meeting,8.6,False,2025-W19
EMP-03175,EMP-01008,Operations,Operations,email,1.4,False,2025-W16
EMP-02225,EMP-02722,Marketing,Marketing,chat,0.8,False,2025-W34
EMP-01364,EMP-01581,Operations,Sales,email,13.4,True,2025-W22
EMP-03071,EMP-02965,Engineering,Engineering,email,0.5,False,2025-W05
EMP-03079,EMP-04530,Engineering,Engineering,email,7.1,False,2025-W37
EMP-03352,EMP-02434,HR,HR,meeting,42.0,False,2025-W36
EMP-01872,EMP-02323,Sales,Sales,email,8.9,False,2025-W14
EMP-04071,EMP-01153,Engineering,Engineering,meeting,9.9,False,2025-W23
EMP-01769,EMP-00140,Operations,Operations,email,3.5,False,2025-W10
EMP-02609,EMP-00776,Operations,Operations,email,3.7,False,2025-W30
EMP-03442,EMP-01346,Product,Product,chat,0.8,False,2025-W24
EMP-00547,EMP-03673,Engineering,Engineering,chat,0.2,False,2025-W35
EMP-03383,EMP-00972,Product,Product,email,14.6,False,2025-W30
EMP-03780,EMP-03867,Engineering,Engineering,chat,15.5,False,2025-W20
EMP-03952,EMP-00015,Sales,Sales,meeting,0.1,False,2025-W16
EMP-02470,EMP-03109,Product,Sales,meeting,11.0,True,2025-W38
EMP-02036,EMP-04732,HR,Engineering,chat,0.1,True,2025-W11
EMP-01099,EMP-01993,Engineering,Engineering,email,13.1,False,2025-W35
EMP-01992,EMP-03321,Engineering,Engineering,email,4.2,False,2025-W36
EMP-00216,EMP-01734,Customer Success,Customer Success,chat,0.6,False,2025-W09
EMP-03816,EMP-03789,Finance,Finance,meeting,11.7,False,2025-W06
EMP-01187,EMP-01287,HR,HR,email,0.7,False,2025-W20
EMP-01368,EMP-00756,Product,Product,meeting,7.1,False,2025-W01
EMP-04633,EMP-04735,Sales,Sales,email,0.9,False,2025-W23
EMP-01917,EMP-02895,HR,HR,meeting,2.6,False,2025-W29
EMP-03814,EMP-02070,Finance,Finance,email,4.6,False,2025-W06
EMP-00809,EMP-01797,Sales,Operations,email,8.2,True,2025-W19
EMP-03177,EMP-00522,HR,HR,email,9.3,False,2025-W08
EMP-03517,EMP-01913,Sales,Sales,email,0.1,False,2025-W24
EMP-00765,EMP-00358,Marketing,Marketing,email,6.7,False,2025-W03
EMP-01639,EMP-03882,Product,Product,email,1.6,False,2025-W34
EMP-02012,EMP-00828,Product,Product,email,2.1,False,2025-W37
EMP-02699,EMP-04110,Product,Product,meeting,6.9,False,2025-W12
EMP-00655,EMP-01184,Customer Success,Customer Success,chat,0.9,False,2025-W34
EMP-01291,EMP-01592,Engineering,Product,email,6.4,True,2025-W13
EMP-03342,EMP-00546,Customer Success,Operations,meeting,14.0,True,2025-W24
EMP-01651,EMP-02065,Product,Product,email,0.2,False,2025-W12
EMP-04311,EMP-03430,Marketing,Marketing,email,4.6,False,2025-W18
EMP-01522,EMP-02463,Product,Sales,email,6.8,True,2025-W13
EMP-04471,EMP-04362,Sales,Sales,meeting,33.4,False,2025-W32
EMP-02014,EMP-04148,Marketing,Marketing,meeting,18.5,False,2025-W29
EMP-04221,EMP-00360,Marketing,HR,chat,0.7,True,2025-W11
EMP-01209,EMP-02263,Product,Product,email,7.5,False,2025-W38
EMP-03419,EMP-04765,Product,Product,email,5.3,False,2025-W13
EMP-03093,EMP-01470,Customer Success,Customer Success,email,2.9,False,2025-W07
EMP-02516,EMP-03726,Product,Product,email,1.2,False,2025-W18
EMP-03909,EMP-04090,Product,Operations,email,3.7,True,2025-W24
EMP-00095,EMP-03458,Sales,Operations,chat,3.6,True,2025-W09
EMP-04913,EMP-01389,HR,HR,email,1.8,False,2025-W16
EMP-01623,EMP-00234,HR,HR,email,2.4,False,2025-W39
EMP-02137,EMP-03707,Finance,Finance,meeting,19.3,False,2025-W06
EMP-02548,EMP-00718,Operations,Operations,email,2.7,False,2025-W27
EMP-03868,EMP-00403,Product,Product,meeting,11.2,False,2025-W14
EMP-01237,EMP-03759,Operations,Operations,email,0.9,False,2025-W14
EMP-03705,EMP-00441,Product,Product,meeting,0.7,False,2025-W38
EMP-03949,EMP-01539,Engineering,Engineering,meeting,23.9,False,2025-W25
EMP-04176,EMP-04437,Customer Success,Customer Success,meeting,34.3,False,2025-W23
EMP-01469,EMP-00388,Marketing,Marketing,meeting,5.5,False,2025-W23
EMP-02476,EMP-03994,Engineering,Engineering,meeting,55.5,False,2025-W16
EMP-02229,EMP-02404,Engineering,Sales,email,16.7,True,2025-W09
EMP-01503,EMP-04929,Sales,Sales,meeting,33.4,False,2025-W09
EMP-02531,EMP-01682,Product,Product,meeting,46.3,False,2025-W23
EMP-04224,EMP-01583,Engineering,Engineering,meeting,35.1,False,2025-W31
EMP-02011,EMP-02353,Engineering,Customer Success,email,7.2,True,2025-W06
EMP-01461,EMP-01937,Engineering,Sales,email,7.0,True,2025-W31
EMP-03556,EMP-04618,Product,Product,email,1.6,False,2025-W21
EMP-01107,EMP-01420,Engineering,Customer Success,email,0.6,True,2025-W07
EMP-01824,EMP-00532,Operations,Product,email,0.1,True,2025-W23
EMP-03069,EMP-01656,Engineering,Engineering,meeting,2.6,False,2025-W24
EMP-02126,EMP-02594,Engineering,Engineering,email,2.8,False,2025-W25
EMP-04787,EMP-03326,Engineering,Engineering,email,12.6,False,2025-W39
EMP-02472,EMP-02177,Customer Success,HR,meeting,19.0,True,2025-W06
EMP-03578,EMP-00299,Marketing,Marketing,email,13.4,False,2025-W25
EMP-01629,EMP-01004,Engineering,Engineering,email,11.6,False,2025-W15
EMP-02726,EMP-03569,Customer Success,Customer Success,meeting,34.1,False,2025-W27
EMP-04886,EMP-00481,Engineering,Engineering,meeting,12.0,False,2025-W27
EMP-02565,EMP-01253,Product,Product,meeting,15.1,False,2025-W24
EMP-04034,EMP-04420,Customer Success,Customer Success,email,2.5,False,2025-W35
EMP-02043,EMP-03562,Product,Product,chat,5.1,False,2025-W35
EMP-01391,EMP-01099,Finance,Engineering,email,14.3,True,2025-W12
EMP-04099,EMP-03760,Finance,Finance,chat,3.3,False,2025-W33
EMP-00652,EMP-00155,Engineering,Operations,meeting,38.7,True,2025-W01
EMP-01561,EMP-04294,HR,HR,meeting,53.7,False,2025-W32
EMP-03952,EMP-01885,Sales,Sales,meeting,73.1,False,2025-W32
EMP-04445,EMP-00561,Engineering,Engineering,email,2.1,False,2025-W39
EMP-02196,EMP-00166,Sales,Sales,email,0.3,False,2025-W31
EMP-02986,EMP-03101,Sales,Finance,chat,11.8,True,2025-W38
EMP-03623,EMP-03930,HR,Sales,meeting,50.7,True,2025-W39
EMP-00571,EMP-00413,Finance,Finance,meeting,39.3,False,2025-W24
EMP-00842,EMP-01756,Engineering,Engineering,email,2.3,False,2025-W22
EMP-00800,EMP-01557,Product,Product,email,5.6,False,2025-W03
EMP-04748,EMP-04818,Product,Product,chat,1.2,False,2025-W09
EMP-02884,EMP-04328,HR,Sales,meeting,41.6,True,2025-W12
EMP-00578,EMP-01424,Marketing,Marketing,email,3.7,False,2025-W35
EMP-04660,EMP-04201,Customer Success,Customer Success,email,11.3,False,2025-W34
EMP-04800,EMP-01689,Engineering,Engineering,chat,4.0,False,2025-W15
EMP-03036,EMP-03795,Operations,Operations,email,2.5,False,2025-W07
EMP-02412,EMP-03100,Engineering,Engineering,chat,5.6,False,2025-W33
EMP-02944,EMP-00122,Finance,Finance,chat,9.0,False,2025-W09
EMP-03971,EMP-02911,Customer Success,Customer Success,chat,7.6,False,2025-W09
EMP-01362,EMP-03821,Engineering,Engineering,meeting,58.7,False,2025-W34
EMP-03460,EMP-04593,Sales,Product,meeting,0.2,True,2025-W35
EMP-01777,EMP-00744,Marketing,Marketing,meeting,26.7,False,2025-W25
EMP-01245,EMP-04457,Engineering,Finance,email,0.5,True,2025-W02
EMP-00418,EMP-00082,HR,Sales,email,1.0,True,2025-W12
EMP-02521,EMP-01940,Sales,Customer Success,email,7.7,True,2025-W35
EMP-00663,EMP-04402,Operations,Operations,meeting,28.9,False,2025-W04
EMP-02688,EMP-02763,Sales,Sales,email,1.3,False,2025-W04
EMP-00845,EMP-02498,Customer Success,HR,meeting,2.7,True,2025-W36
EMP-01962,EMP-00188,Sales,Sales,email,3.3,False,2025-W27
EMP-03946,EMP-00454,Product,Product,meeting,14.6,False,2025-W24
EMP-04518,EMP-02703,Operations,Operations,chat,0.0,False,2025-W17
EMP-02274,EMP-03695,Marketing,Marketing,email,3.5,False,2025-W07
EMP-04841,EMP-04436,Product,Product,meeting,64.4,False,2025-W32
EMP-04491,EMP-04816,HR,HR,chat,3.9,False,2025-W16
EMP-04129,EMP-02128,Engineering,Engineering,email,4.8,False,2025-W32
EMP-04608,EMP-02557,Product,Product,meeting,1.1,False,2025-W10
EMP-01487,EMP-03589,Product,Product,email,2.2,False,2025-W29
EMP-02596,EMP-01660,Marketing,Sales,email,4.4,True,2025-W08
EMP-00012,EMP-02693,Marketing,Marketing,meeting,58.9,False,2025-W07
EMP-03176,EMP-01261,Engineering,Engineering,meeting,21.1,False,2025-W06
EMP-00490,EMP-03906,Marketing,Marketing,email,0.8,False,2025-W13
EMP-04418,EMP-01758,Product,Product,email,2.8,False,2025-W19
EMP-01694,EMP-03556,Operations,Product,meeting,13.5,True,2025-W20
EMP-04530,EMP-01248,Engineering,Engineering,email,7.6,False,2025-W19
EMP-00315,EMP-02592,Customer Success,Customer Success,email,6.7,False,2025-W07
EMP-04572,EMP-04283,Sales,Sales,email,10.7,False,2025-W32
EMP-03743,EMP-00377,Finance,Engineering,email,2.1,True,2025-W04
EMP-02034,EMP-03045,Operations,Operations,meeting,58.3,False,2025-W01
EMP-03078,EMP-00307,Operations,Operations,email,15.6,False,2025-W22
EMP-02513,EMP-01194,Sales,Sales,email,7.2,False,2025-W19
EMP-01272,EMP-03554,Operations,Operations,email,8.5,False,2025-W27
EMP-00487,EMP-01649,Marketing,Marketing,meeting,5.6,False,2025-W37
EMP-03727,EMP-01934,Product,Product,email,1.3,False,2025-W20
EMP-00302,EMP-01402,Sales,Sales,email,6.0,False,2025-W16
EMP-01351,EMP-03826,Engineering,Product,email,3.2,True,2025-W23
EMP-01191,EMP-02740,Sales,Sales,email,1.5,False,2025-W09
EMP-00341,EMP-02429,Customer Success,Customer Success,email,4.2,False,2025-W33
EMP-00822,EMP-02051,Engineering,Engineering,email,3.0,False,2025-W08
EMP-02719,EMP-04505,Customer Success,Customer Success,meeting,41.7,False,2025-W10
EMP-02071,EMP-02382,Marketing,Sales,meeting,7.7,True,2025-W31
EMP-01758,EMP-02003,Product,Marketing,meeting,14.1,True,2025-W17
EMP-03258,EMP-04325,Customer Success,Customer Success,email,1.4,False,2025-W13
EMP-02982,EMP-03852,Sales,Product,chat,2.2,True,2025-W38
EMP-01904,EMP-04518,Operations,Operations,email,3.7,False,2025-W34
EMP-00467,EMP-02132,Operations,Operations,email,12.2,False,2025-W11
EMP-03473,EMP-01612,Engineering,Engineering,meeting,1.8,False,2025-W17
EMP-02948,EMP-01959,Engineering,Engineering,email,2.7,False,2025-W15
EMP-04571,EMP-00766,Product,Operations,email,14.8,True,2025-W20
EMP-04489,EMP-00419,Customer Success,Product,meeting,56.7,True,2025-W03
EMP-04659,EMP-04585,Operations,Engineering,email,6.2,True,2025-W17
EMP-00900,EMP-03115,Operations,Operations,meeting,23.6,False,2025-W27
EMP-03520,EMP-01253,Product,Product,email,2.5,False,2025-W28
EMP-02772,EMP-00680,Finance,Finance,email,1.1,False,2025-W13
EMP-03275,EMP-01524,Sales,Sales,email,2.4,False,2025-W18
EMP-00786,EMP-01018,Engineering,Engineering,chat,5.9,False,2025-W08
EMP-00500,EMP-02968,Sales,Sales,email,20.6,False,2025-W28
EMP-02129,EMP-04325,Customer Success,Customer Success,email,7.2,False,2025-W04
EMP-01736,EMP-01689,Engineering,Engineering,email,0.1,False,2025-W32
EMP-00582,EMP-00036,Sales,Sales,meeting,7.2,False,2025-W29
EMP-00403,EMP-02212,Product,Product,email,25.4,False,2025-W38
EMP-03022,EMP-03535,Operations,Marketing,email,0.0,True,2025-W04
EMP-04358,EMP-01448,Finance,Marketing,meeting,1.7,True,2025-W23
EMP-01341,EMP-01858,Sales,Marketing,meeting,26.2,True,2025-W26
EMP-01320,EMP-00341,Customer Success,Customer Success,meeting,142.9,False,2025-W25
EMP-03245,EMP-03172,Engineering,Engineering,meeting,19.6,False,2025-W23
EMP-02738,EMP-02537,Marketing,Marketing,meeting,26.3,False,2025-W24
EMP-04454,EMP-00920,Operations,Operations,chat,4.8,False,2025-W31
EMP-00608,EMP-01061,Marketing,Engineering,chat,2.6,True,2025-W22
EMP-04991,EMP-03446,Engineering,Engineering,meeting,16.9,False,2025-W19
EMP-04116,EMP-04417,Product,Sales,meeting,8.5,True,2025-W16
EMP-03414,EMP-03963,Sales,Sales,meeting,41.8,False,2025-W28
EMP-04868,EMP-00603,Customer Success,Customer Success,meeting,13.1,False,2025-W25
EMP-03080,EMP-04987,Product,Product,meeting,2.2,False,2025-W33
EMP-01284,EMP-02154,Engineering,Engineering,chat,1.9,False,2025-W14
EMP-01511,EMP-00023,Finance,Finance,email,4.3,False,2025-W32
EMP-04234,EMP-03058,Engineering,Engineering,chat,2.3,False,2025-W16
EMP-02298,EMP-03803,Engineering,Engineering,meeting,0.6,False,2025-W18
EMP-04155,EMP-03333,Sales,Engineering,email,4.4,True,2025-W18
EMP-00743,EMP-04356,Sales,Sales,email,2.5,False,2025-W14
EMP-02214,EMP-00081,Engineering,Engineering,chat,2.8,False,2025-W13
EMP-00953,EMP-01217,Product,HR,meeting,19.6,True,2025-W35
EMP-02416,EMP-04337,Sales,Sales,email,1.4,False,2025-W07
EMP-01564,EMP-04059,Sales,Sales,email,2.5,False,2025-W23
EMP-03808,EMP-04695,Product,Finance,email,2.9,True,2025-W16
EMP-00533,EMP-04793,Engineering,Engineering,meeting,3.1,False,2025-W02
EMP-01686,EMP-03242,Marketing,Marketing,meeting,2.0,False,2025-W34
EMP-04330,EMP-01843,Sales,Sales,email,6.1,False,2025-W22
EMP-02923,EMP-03896,Engineering,Engineering,meeting,18.3,False,2025-W20
EMP-02082,EMP-03637,Sales,Sales,email,3.8,False,2025-W03
EMP-04734,EMP-02434,HR,HR,meeting,22.8,False,2025-W10
EMP-00151,EMP-02092,Product,Product,meeting,55.9,False,2025-W08
EMP-04041,EMP-04940,Customer Success,Engineering,email,0.5,True,2025-W34
EMP-01174,EMP-00577,Operations,Operations,meeting,21.3,False,2025-W33
EMP-00256,EMP-03755,Engineering,Engineering,meeting,51.0,False,2025-W30
EMP-03279,EMP-04848,Product,Product,meeting,14.7,False,2025-W28
EMP-04714,EMP-01478,Operations,Operations,meeting,13.5,False,2025-W34
EMP-01363,EMP-00163,Marketing,Marketing,chat,1.1,False,2025-W30
EMP-04432,EMP-04889,Marketing,Marketing,email,4.3,False,2025-W09
EMP-00507,EMP-04726,Operations,HR,email,0.3,True,2025-W32
EMP-02579,EMP-02140,Marketing,Marketing,chat,3.1,False,2025-W33
EMP-02262,EMP-02055,HR,Customer Success,email,5.6,True,2025-W17
EMP-02816,EMP-04938,Operations,Marketing,email,2.3,True,2025-W03
EMP-00385,EMP-03922,Engineering,Engineering,email,6.6,False,2025-W30
EMP-04654,EMP-04966,Customer Success,Customer Success,email,4.3,False,2025-W07
EMP-00235,EMP-01703,Sales,Sales,email,14.2,False,2025-W32
EMP-03846,EMP-01711,Product,Operations,email,3.6,True,2025-W15
EMP-03477,EMP-01192,Sales,Marketing,email,5.9,True,2025-W17
EMP-00374,EMP-04621,Operations,Operations,email,11.9,False,2025-W24
EMP-04619,EMP-03552,Operations,Operations,chat,0.4,False,2025-W14
EMP-03326,EMP-02113,Engineering,Sales,email,9.3,True,2025-W05
EMP-03687,EMP-04559,Sales,Sales,email,1.0,False,2025-W11
EMP-01060,EMP-04818,Product,Product,meeting,8.3,False,2025-W32
EMP-01885,EMP-00615,Sales,Sales,meeting,23.4,False,2025-W35
EMP-00147,EMP-00843,Product,Product,email,1.8,False,2025-W31
EMP-03229,EMP-02569,Sales,Engineering,email,2.1,True,2025-W23
EMP-01353,EMP-01459,Engineering,Product,chat,4.8,True,2025-W01
EMP-03838,EMP-00674,Engineering,Engineering,email,8.9,False,2025-W35
EMP-03571,EMP-03446,Engineering,Engineering,chat,0.8,False,2025-W10
EMP-00670,EMP-00867,Sales,Sales,email,2.2,False,2025-W26
EMP-01684,EMP-00401,Marketing,Marketing,email,1.0,False,2025-W17
EMP-04579,EMP-04393,Product,Product,email,5.9,False,2025-W37
EMP-03369,EMP-02666,Finance,Finance,email,6.9,False,2025-W19
EMP-01252,EMP-03247,Engineering,Engineering,email,8.8,False,2025-W09
EMP-04739,EMP-04755,Engineering,Engineering,chat,0.0,False,2025-W34
EMP-02265,EMP-00013,Sales,Sales,email,2.4,False,2025-W08
EMP-02748,EMP-03363,HR,Finance,meeting,14.1,True,2025-W21
EMP-04991,EMP-04021,Engineering,Marketing,email,4.0,True,2025-W34
EMP-03474,EMP-01054,Engineering,Sales,email,10.4,True,2025-W02
EMP-02313,EMP-04903,Engineering,Engineering,chat,9.7,False,2025-W11
EMP-01271,EMP-02895,HR,HR,email,2.4,False,2025-W05
EMP-00718,EMP-00966,Operations,Operations,email,0.6,False,2025-W38
EMP-00824,EMP-01008,Product,Operations,email,1.7,True,2025-W32
EMP-01036,EMP-01931,Marketing,Marketing,meeting,27.0,False,2025-W21
EMP-02499,EMP-00122,Finance,Finance,email,2.2,False,2025-W38
EMP-00461,EMP-02841,HR,HR,email,10.4,False,2025-W39
EMP-04373,EMP-00155,Operations,Operations,email,1.7,False,2025-W22
EMP-04472,EMP-03265,HR,HR,email,13.3,False,2025-W23
EMP-02600,EMP-01616,Engineering,Engineering,meeting,13.7,False,2025-W18
EMP-00777,EMP-02451,Finance,Finance,meeting,24.0,False,2025-W18
EMP-01536,EMP-04981,Engineering,Engineering,email,6.6,False,2025-W38
EMP-04939,EMP-01639,Sales,Product,email,2.6,True,2025-W37
EMP-01425,EMP-04384,Sales,Sales,meeting,88.5,False,2025-W28
EMP-01529,EMP-00786,Engineering,Engineering,email,2.2,False,2025-W39
EMP-01122,EMP-02920,HR,HR,email,4.4,False,2025-W04
EMP-04671,EMP-03385,Marketing,Marketing,email,4.3,False,2025-W37
EMP-04063,EMP-02208,Product,Product,email,4.1,False,2025-W38
EMP-01824,EMP-04304,Operations,Operations,meeting,89.9,False,2025-W33
EMP-00877,EMP-00262,Engineering,Engineering,chat,5.6,False,2025-W19
EMP-00184,EMP-00914,Product,Product,chat,1.3,False,2025-W38
EMP-02192,EMP-00821,HR,HR,email,2.1,False,2025-W09
EMP-03798,EMP-03118,Operations,Operations,meeting,23.0,False,2025-W17
EMP-02799,EMP-03164,Finance,Finance,chat,0.4,False,2025-W23
EMP-00169,EMP-00308,Product,Product,meeting,26.0,False,2025-W23
EMP-03926,EMP-01920,Sales,Sales,email,12.9,False,2025-W08
EMP-02138,EMP-04141,Finance,Engineering,email,2.9,True,2025-W10
EMP-03938,EMP-04005,Marketing,Marketing,meeting,3.1,False,2025-W19
EMP-03473,EMP-03524,Engineering,Engineering,chat,1.9,False,2025-W39
EMP-02270,EMP-03230,Customer Success,Customer Success,email,5.2,False,2025-W13
EMP-04756,EMP-04725,Marketing,Marketing,email,0.9,False,2025-W26
EMP-03453,EMP-04568,Product,HR,chat,0.4,True,2025-W12
EMP-02587,EMP-04083,Engineering,Customer Success,email,3.2,True,2025-W15
EMP-03721,EMP-03239,Engineering,Sales,email,0.3,True,2025-W06
EMP-00856,EMP-01253,Product,Product,email,3.3,False,2025-W31
EMP-01600,EMP-02133,Marketing,Marketing,email,8.0,False,2025-W27
EMP-03392,EMP-00676,Finance,Finance,email,2.6,False,2025-W25
EMP-02928,EMP-00466,Engineering,Engineering,email,0.1,False,2025-W04
EMP-03302,EMP-00533,Engineering,Engineering,email,11.9,False,2025-W01
EMP-02554,EMP-02064,Operations,Operations,email,2.8,False,2025-W29
EMP-00064,EMP-04801,HR,Engineering,email,5.4,True,2025-W31
EMP-03672,EMP-02310,Engineering,Engineering,chat,0.1,False,2025-W19
EMP-02679,EMP-02061,Sales,Sales,email,13.5,False,2025-W32
EMP-03948,EMP-02898,Sales,HR,meeting,57.5,True,2025-W01
EMP-00404,EMP-02006,Engineering,Customer Success,meeting,31.5,True,2025-W03
EMP-04995,EMP-01802,Operations,Operations,chat,3.3,False,2025-W34
EMP-02605,EMP-00865,Product,Product,meeting,23.0,False,2025-W38
EMP-00505,EMP-00601,HR,HR,meeting,15.7,False,2025-W38
EMP-03296,EMP-02740,Sales,Sales,meeting,0.8,False,2025-W27
EMP-04207,EMP-04023,Operations,Operations,meeting,57.8,False,2025-W05
EMP-04913,EMP-04533,HR,HR,email,7.2,False,2025-W13
EMP-03597,EMP-03335,Engineering,Finance,email,3.5,True,2025-W32
EMP-02826,EMP-03236,Engineering,Engineering,email,1.0,False,2025-W28
EMP-01089,EMP-00239,Finance,Sales,email,2.6,True,2025-W33
EMP-02271,EMP-00934,Engineering,Engineering,email,8.4,False,2025-W03
EMP-01036,EMP-02671,Marketing,Marketing,meeting,1.1,False,2025-W22
EMP-02390,EMP-00429,Sales,Sales,email,23.7,False,2025-W05
EMP-02219,EMP-03598,Marketing,Marketing,email,0.8,False,2025-W16
EMP-04206,EMP-02202,Engineering,Engineering,email,2.3,False,2025-W20
EMP-03479,EMP-03960,Engineering,Engineering,email,0.7,False,2025-W17
EMP-03464,EMP-02465,Customer Success,Product,chat,6.8,True,2025-W13
